 255 255 255
   0   0   0
   0   0   0
   2   0   0
   3   0   0
   5   0   0
   7   0   0
   9   0   0
  10   0   0
  12   0   0
  14   0   0
  16   0   0
  17   0   0
  19   0   0
  21   0   0
  23   0   0
  24   0   0
  26   0   0
  28   0   0
  30   0   0
  31   0   0
  33   0   0
  35   0   0
  37   0   0
  39   0   0
  40   0   0
  42   0   0
  44   0   0
  46   0   0
  47   0   0
  49   0   0
  51   0   0
  53   0   0
  54   0   0
  56   0   0
  58   0   0
  60   0   0
  61   0   0
  63   0   0
  65   0   0
  67   0   0
  68   0   0
  70   0   0
  72   0   0
  74   0   0
  76   0   0
  77   0   0
  79   0   0
  81   0   0
  83   0   0
  84   0   0
  86   0   0
  88   0   0
  90   0   0
  91   0   0
  93   0   0
  95   0   0
  97   0   0
  98   0   0
 100   0   0
 102   0   0
 104   0   0
 105   0   0
 107   0   0
 109   0   0
 111   0   0
 113   0   0
 114   0   0
 116   0   0
 118   0   0
 120   0   0
 121   0   0
 123   0   0
 125   0   0
 127   0   0
 128   0   0
 130   0   0
 132   0   0
 134   0   0
 135   0   0
 137   0   0
 139   0   0
 141   0   0
 142   0   0
 144   0   0
 146   0   0
 148   0   0
 150   0   0
 151   0   0
 153   0   0
 155   0   0
 157   0   0
 158   0   0
 160   0   0
 162   0   0
 164   0   0
 165   0   0
 167   0   0
 169   0   0
 171   0   0
 172   0   0
 174   0   0
 176   0   0
 178   0   0
 179   0   0
 181   0   0
 183   0   0
 185   0   0
 186   0   0
 188   0   0
 190   0   0
 192   0   0
 194   0   0
 195   0   0
 197   0   0
 199   0   0
 201   0   0
 202   0   0
 204   0   0
 206   0   0
 208   0   0
 209   0   0
 211   0   0
 213   0   0
 215   0   0
 216   0   0
 218   0   0
 220   0   0
 222   0   0
 223   0   0
 225   0   0
 227   0   0
 229   0   0
 231   0   0
 232   0   0
 234   0   0
 236   0   0
 238   0   0
 239   0   0
 241   0   0
 243   0   0
 245   0   0
 246   0   0
 248   0   0
 250   0   0
 252   0   0
 253   0   0
 253   0   0
 253   0   0
 252   0   0
 255   0   0
 255   0   0
 255   0   0
 255   2   0
 254   5   0
 255   8   0
 255  11   0
 255  14   0
 255  17   0
 255  20   0
 255  23   0
 255  26   0
 255  29   0
 255  32   0
 255  35   0
 255  38   0
 255  41   0
 255  44   0
 255  47   0
 255  50   0
 255  53   0
 255  56   0
 255  59   0
 255  62   0
 255  64   0
 255  67   0
 255  70   0
 255  73   0
 255  76   0
 255  79   0
 255  82   0
 255  85   0
 255  88   0
 255  91   0
 255  94   0
 255  97   0
 255 100   0
 255 103   0
 255 106   0
 255 109   0
 255 112   0
 255 115   0
 255 118   0
 255 121   0
 255 124   0
 255 126   0
 255 129   0
 255 132   0
 255 135   0
 255 138   0
 255 141   0
 255 144   0
 255 147   0
 255 150   0
 255 153   0
 255 156   0
 255 159   0
 255 162   0
 255 165   0
 255 168   0
 255 171   0
 255 174   0
 255 177   0
 255 180   0
 255 183   0
 255 186   0
 255 189   0
 255 191   0
 255 194   0
 255 197   0
 255 200   0
 255 203   0
 255 206   0
 255 209   0
 255 212   0
 255 215   0
 255 218   0
 255 221   0
 255 224   0
 255 227   0
 255 230   0
 255 233   0
 255 236   0
 255 239   0
 255 242   0
 255 245   0
 255 248   0
 255 251   0
 255 253   0
 255 255   0
 255 255   0
 255 255   0
 255 255   0
 255 255   0
 255 255   0
 255 255   0
 255 255   0
 255 255   0
 255 255   0
 255 255   0
 255 255   0
 255 255   0
 255 255   0
 255 255   0
 255 253   0
   0   0   0
